COMPANY,EXP,Industry ,JOB,Location.1,Min Salary,Max Salary,Salary.1
CÔNG TY TNHH TƯ VẤN DU HỌC CMD EDUCATION,3 năm,"Giáo dục,Đào tạo",Trưởng Phòng Admission Cum Operation - Mảng Du Học - Quận 1 (Thu Nhập 20 - 25 Triệu),Hồ Chí Minh,20,25,20-25
CÔNG TY TNHH TƯ VẤN FBLAW,0,Luật,Thực Tập Sinh Pháp Lý,Nghệ An,0,0,0
CÔNG TY TNHH TƯ VẤN GIẢI PHÁP ĐÔ THỊ THÔNG MINH MINH HOÀNG,0,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Bán Hàng - Không Yêu Cầu Kinh Nghiệm Tại Tasco Mall Long Biên, Hà Nội - Thu Nhập Hấp Dẫn -...",Hà Nội,0,0,0
CÔNG TY TNHH TƯ VẤN GIẢI PHÁP ĐÔ THỊ THÔNG MINH MINH HOÀNG,0,"Chăm sóc khách hàng,Vận hành","Nhân Viên Bán Hàng - Không Yêu Cầu Kinh Nghiệm Tại Tasco Mall Long Biên, Hà Nội - Thu Nhập Hấp Dẫn -...",Hà Nội,0,0,0
CÔNG TY TNHH TƯ VẤN GIẢI PHÁP ĐÔ THỊ THÔNG MINH MINH HOÀNG,0,"Kinh doanh,Bán hàng",Chuyên Viên Bất Động Sản /Tư Vấn Căn Hộ/ Sales Bất Động Sản / Nhân Viên Kinh Doanh/ Chăm Sóc Khách H...,Hà Nội,0,0,0
CÔNG TY TNHH TƯ VẤN GIẢI PHÁP ĐÔ THỊ THÔNG MINH MINH HOÀNG,2 năm,"Bán lẻ,Dịch vụ đời sống","Trưởng Nhóm Bán Hàng Tại Trung Tâm Thương Mại Tasco Long Biên, Hà Nội - Thu Nhập Hấp Dẫn - Đi Làm Ng...",Hà Nội,0,0,0
CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,0,Biên phiên dịch,Chăm Sóc Khách Hàng (Tiếng Anh Thành Thạo) Tại Hồ Chí Minh – Thu Nhập 10-13 Triệu/Tháng,Hồ Chí Minh,10,13,10-13
CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,0,"Chăm sóc khách hàng,Vận hành","Chăm Sóc Khách Hàng Tiếng Nhật N2 Thử Việc Full Lương (Lương Từ 22-23,2 Triệu/Tháng) - Giờ Hành Chín...",Hồ Chí Minh,22,23.2,22-23.2
Công ty TNHH Tư vấn giải pháp Giáo dục và Đào tạo Minh Hoàng,1 năm,"Giáo dục,Đào tạo","Giáo Viên Toán Từ 1 Năm Kinh Nghiệm Tại Đống Đa, Hà Nội - Thu Nhập Hấp Dẫn - Đi Làm Ngay",Hà Nội,12,0,12
Công ty TNHH tư vấn giáo dục ANT Education,0,"Giáo dục,Đào tạo",Nhân Viên Tư Vấn Khóa Học Tiếng Anh- Data Có Sẵn Lương 7-20 Triệu,Bắc Ninh,7,20,7-20
CÔNG TY TNHH TƯ VẤN THIẾT KẾ KIỂM ĐỊNH XÂY DỰNG N.A.D,2 năm,"BĐS,Xây dựng",Kỹ Sư Cơ Điện,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TƯ VẤN THIẾT KẾ KIỂM ĐỊNH XÂY DỰNG N.A.D,2 năm,"BĐS,Xây dựng",Kỹ Sư Dự Toán,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TƯ VẤN THIẾT KẾ KIỂM ĐỊNH XÂY DỰNG N.A.D,2 năm,"Điện,Điện tử viễn thông",Kỹ Sư Cơ Điện,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TƯ VẤN THIẾT KẾ KIỂM ĐỊNH XÂY DỰNG N.A.D,2 năm,"Kinh doanh,Bán hàng",Kỹ Sư Dự Toán,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TƯ VẤN THIẾT KẾ KIỂM ĐỊNH XÂY DỰNG N.A.D,2 năm,"Kinh doanh,Bán hàng",Nhân Viên Phát Triển Thị Trường / Nhân Viên Phát Triển Kinh Doanh ( Mảng Du Học - Lao Động Quốc Tế )...,Hồ Chí Minh,0,0,0
CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG KIẾN TRÚC THỊNH PHÁT,0-1 năm,Biên phiên dịch,Phiên Dịch Tiếng Trung,Hải Phòng,15,17,15-17
CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG HÒA CHÍNH,3 năm,"BĐS,Xây dựng",Kiến Trúc Sư - Thiết Kế Công Trình - Xây Dựng (Thu Nhập 20-25 Triệu) - Tại Hà Nội,Hà Nội,20,25,20-25
CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG HÒA CHÍNH,3 năm,"Kinh doanh,Bán hàng",Kiến Trúc Sư - Thiết Kế Công Trình - Xây Dựng (Thu Nhập 20-25 Triệu) - Tại Hà Nội,Hà Nội,20,25,20-25
Công ty TNHH tư vấn và dịch vụ Thành Công Việt Nam,1 năm,Luật,Chuyên Viên Pháp Lý Đầu Tư Lương Cơ Bản Từ 12 Đến 20 Triệu Đồng + % Doanh Thu - Đi Làm Ngay,Hải Phòng,12,20,12-20
CÔNG TY TNHH TƯ VẤN VÀ GIÁO DỤC 4LIFE,0,"Giáo dục,Đào tạo",Giáo Viên Mầm Non/ Trợ Giảng Tiếng Anh Montessori - Đà Nẵng (Thu Nhập 6 - 10 Triệu),Đà Nẵng,6,10,6-10
Công ty TNHH Uni Việt,1 năm,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh Thiết Bị Garage Ô Tô [Làm Việc Tại Long Biên - Hà Nội],Hà Nội,15,20,15-20
CÔNG TY TNHH UNICOSME,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Kiêm Hành Chính Nhân Sự (Công Ty Sản Xuất),Hồ Chí Minh,14,15,14-15
CÔNG TY TNHH VĂN HOÁ - TRUYỀN THÔNG JUXING VIỆT NAM,0,Biên phiên dịch,Trợ Lý Tiếng Trung (Nam),Hà Nội,10,12,10-12
Công ty TNHH Vạn Luật,0,Luật,Thực Tập Sinh Pháp Lý,Hà Nội,0,0,0
CÔNG TY TNHH VẬN TẢI BIỂN ĐÔNG LONG,1 năm,"Kinh doanh,Bán hàng",Livestream Bán Hàng Bằng Tiếng Anh (Lương Cứng 10 - 30 Triệu/Tháng + Thưởng + Phụ Cấp + Hoa Hồng),"Hồ Chí Minh, Hải Phòng",20,0,20
CÔNG TY TNHH VAREAL VIỆT NAM,2 năm,Biên phiên dịch,IT Comtor (Tiếng Nhật N2),Hà Nội,30,0,30
CÔNG TY TNHH VẬT LIỆU XÂY DỰNG SOARISEN (VIỆT NAM),2 năm,"BĐS,Xây dựng",Nhân Viên Kinh Doanh/Sale (BIết Tiếng Trung ),"Hồ Chí Minh, Bắc Ninh",25,100,25-100
Công Ty TNHH Vật Liệu Xây Dựng Và Trang Trí Nội Thất Hưng Thịnh,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh Marketing,Hồ Chí Minh,15,30,15-30
Công Ty TNHH Vật Liệu Xây Dựng Và Trang Trí Nội Thất Hưng Thịnh,0-1 năm,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh Marketing,Hồ Chí Minh,15,30,15-30
CÔNG TY TNHH VẬT PHẨM PHONG THỦY NGŨ HÀNH,2 năm,"Marketing,PR,QC",Nhân Viên Quay Dựng Video,Hồ Chí Minh,10,15,10-15
Công ty TNHH VESC,1 năm,"Điện,Điện tử viễn thông","Nhân Viên Kỹ Thuật, Thu Nhập 12 Triệu, Đi Làm Ngay",Hồ Chí Minh,7,12,7-12
Công ty TNHH Việt Phát Group,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh - Toàn Quốc,Hồ Chí Minh,0,0,0
Công ty TNHH Việt Phát Group,0-1 năm,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh - Toàn Quốc,Hồ Chí Minh,0,0,0
CÔNG TY TNHH VIETCONNECT CS,0,"Chăm sóc khách hàng,Vận hành","Nhân Viên Tư Vấn/Chăm Sóc Khách Hàng (Nữ, Biết Tiếng Trung) Không Yêu Cầu Kinh Nghiệm (Thu Nhập 15 -...",Hà Nội,15,20,15-20
CÔNG TY TNHH VIETNAM CONCENTRIX SERVICES,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Tư Vấn/ Chốt Đơn/CSKH/ Làm Việc Tại Văn Phòng/ Data Có Sẵn/ Thu Nhập 15 - 20 Triệu,Hồ Chí Minh,20,0,20
CÔNG TY TNHH VIETNAM CONCENTRIX SERVICES,0-1 năm,"Kinh doanh,Bán hàng",Nhân Viên Tư Vấn/ Chốt Đơn/CSKH/ Làm Việc Tại Văn Phòng/ Data Có Sẵn/ Thu Nhập 15 - 20 Triệu,Hồ Chí Minh,20,0,20
CÔNG TY TNHH VIETNAM CONCENTRIX SERVICES,1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Kinh Doanh / Sale Văn Phòng Tại Quận 12 - Thu Nhập Đến 20 Triệu - Thử Việc 100% Lương,Hồ Chí Minh,20,0,20
Công ty TNHH Vietnam Concentrix Services,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Xử Lý Dữ Liệu / Kiểm Duyệt Nội Dung - Tiếng Anh Giao Tiếp - Thử Việc 100% Lương - Không Áp...,Hồ Chí Minh,7,0,7
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Chăm Sóc Khách Hàng / Trực Tổng Đài / Xử Lý Khiếu Nại - Có Tiếng Anh - Xoay Ca - Thu Nhập 10-13 Triệ...,Hồ Chí Minh,10,13,10-13
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Chăm Sóc Khách Hàng / Trực Tổng Đài / Xử Lý Khiếu Nại / Dịch Vụ Khách Hàng - Ngân Hàng Quốc Tế - Khô...,Hồ Chí Minh,10,13,10-13
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Chăm Sóc Khách Hàng /Nhân Viên Kiểm Tra Hồ Sơ - Ưu Tiên Biết Tiếng Anh - Không Áp KPI,Hồ Chí Minh,10,13,10-13
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Chăm Sóc Khách Hàng/Hỗ Trợ Khách Hàng/ Trực Tổng Đài - App Du Lịch (Tiếng Anh/English)- Xoay Ca - Lư...,Hồ Chí Minh,10,13,10-13
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Customer Service - Flight Ticket App / Nhân Viên Chăm Sóc Khách Hàng Vé Máy Bay- Không Áp KPI Quận 1...,Hồ Chí Minh,10,13,10-13
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Customer Service - Flight Ticket App / Nhân Viên Chăm Sóc Khách Hàng Vé Máy Bay- Không Áp KPI Quận...,Hồ Chí Minh,12.5,0,12.5
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Customer Service - Flight Ticket App / Nhân Viên Chăm Sóc Khách Hàng Vé Máy Bay/ Ngân Hàng - Không Á...,Hồ Chí Minh,10,12,10-12
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng - Không Áp KPI - Bắt Buộc Tiếng Quảng Đông - Thu Nhập Lên Đến 16 Triệ...,Hồ Chí Minh,10,16,10-16
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Kiểm Tra Hồ Sơ / Chăm Sóc Khách Hàng - App Taxi Công Nghệ - Thử Việc 100% Lương - Không Áp...,"Hồ Chí Minh, Hà Nội",7,8,7-8
Công ty TNHH Vietnam Concentrix Services,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Xử Lý Dữ Liệu / Kiểm Duyệt Nội Dung - Tiếng Anh Giao Tiếp - Thử Việc 100% Lương - Không Áp...,Hồ Chí Minh,7,0,7
Công ty TNHH Vietnam Concentrix Services,0,Công nghệ thông tin,Nhân Viên Xử Lý Dữ Liệu / Kiểm Duyệt Nội Dung - Tiếng Anh Giao Tiếp - Thử Việc 100% Lương - Không Áp...,Hồ Chí Minh,7,0,7
Công ty TNHH Vietnam Concentrix Services,1 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Kinh Doanh/Tư Vấn Bán Hàng/ Telesales - Data Có Sẵn ( Quận 12, Thu Nhập 12-20 Triệu/Tháng,...",Hồ Chí Minh,12,20,12-20
CÔNG TY TNHH VIETNAM PREMIUM PRODUCTS TRADING,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Tư Vấn Bán Hàng Tại Cửa Hàng / Showroom - Lương Hấp Dẫn Lên Đến 12tr/Tháng,Hồ Chí Minh,7,15,7-15
CÔNG TY TNHH VIETNAM PREMIUM PRODUCTS TRADING,1 năm,"Kinh doanh,Bán hàng",Nhân Viên Tư Vấn Bán Hàng Tại Cửa Hàng / Showroom - Lương Hấp Dẫn Lên Đến 12tr/Tháng,Hồ Chí Minh,7,15,7-15
CÔNG TY TNHH VINAUCARE,0-1 năm,Luật,Nhân Viên Pháp Lý Thu Nhập Đến 15 Triệu (Hà Nội),Hà Nội,15,0,15
CÔNG TY TNHH VINMV,0,Biên phiên dịch,Trợ Lý Tiếng Trung (中文助理) - Thu Nhập Từ 13 Đến 15 Triệu (Hồ Chí Minh),Hồ Chí Minh,13,15,13-15
CÔNG TY TNHH VINOX (VN),1 năm,,"Nhân Viên Chứng Từ Xuất Nhập Khẩu (Tiếng Trung Nghe, Nói, Đọc)",Hồ Chí Minh,15,17,15-17
CÔNG TY TNHH VSL VIỆT NAM,0-1 năm,Biên phiên dịch,Cellule Tiers (Intern) – French Speaking,Hồ Chí Minh,5,6,5-6
CÔNG TY TNHH VSL VIỆT NAM,1 năm,Biên phiên dịch,User Support - Data Services (French Speaking),Hồ Chí Minh,10,15,10-15
CÔNG TY TNHH W2SOLUTION VIỆT NAM,0,Biên phiên dịch,Thực Tập Sinh Biên Phiên Dịch Tiếng Nhật Ngành IT,Hồ Chí Minh,0,0,0
CÔNG TY TNHH WANT WANT VIETNAM,0-1 năm,Biên phiên dịch,Phiên Dịch Tiếng Trung,Tiền Giang,0,0,0
CÔNG TY TNHH WE PROPERTY,1 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Tổng Hợp - Yêu Cầu 1 Năm Kinh Nghiệm - TPHCM,Hồ Chí Minh,10,12,10-12
Công ty TNHH Wesbrook Việt Nam,0,Biên phiên dịch,Biên Phiên Dịch Tiếng Anh,Bình Định,0,0,0
CÔNG TY TNHH WGR INDUSTRIES,0,Biên phiên dịch,Trợ Lý Tiếng Trung,Bình Định,0,0,0
CÔNG TY TNHH WIND SUPPLY CHAIN ONE (VIỆT NAM),3 năm,"Bán lẻ,Dịch vụ đời sống",Quản Lý Cửa Hàng - Beneunder (Thương Hiệu Mới),Hà Nội,0,0,0
CÔNG TY TNHH WIND SUPPLY CHAIN ONE (VIỆT NAM),3 năm,"Bán lẻ,Dịch vụ đời sống",Quản Lý Cửa Hàng OH!SOME - Lotte Mall West Lake,Hà Nội,0,0,0
CÔNG TY TNHH WIND SUPPLY CHAIN ONE (VIỆT NAM),3 năm,"Bán lẻ,Dịch vụ đời sống",Quản Lý Cửa Hàng/Cửa Hàng Trưởng - Tây Hồ,Hà Nội,0,0,0
CÔNG TY TNHH WORLD SPICE,2 năm,"Kế toán,Kiểm toán,Thuế","Kế Toán Trưởng Làm Việc Tại Quận 7, HCM",Hồ Chí Minh,0,0,0
CÔNG TY TNHH XÂY DỰNG HẰNG ĐẠI,3 năm,Biên phiên dịch,Trợ Lý Phiên Dịch (Thành Thạo Trung - Anh),"Hồ Chí Minh, Đà Nẵng",15,25,15-25
Công ty TNHH Xây dựng Hucons,1 năm,"BĐS,Xây dựng",Giám Sát Hiện Trường,Hồ Chí Minh,0,0,0
Công ty TNHH Xây dựng PACIFIC,1 năm,Biên phiên dịch,Chuyên Viên Phiên Dịch Tiếng Trung,Hà Nội,15,30,15-30
CÔNG TY TNHH XÂY DỰNG VÀ PHÁT TRIỂN NEW WORLD,5 năm,"BĐS,Xây dựng",Quản Đốc Xưởng/ Công Trình (Thu Nhập 22 - 28 Triệu + Phụ Cấp) Đi Làm Ngay,Hà Nội,22,28,22-28
CÔNG TY TNHH XÂY LẮP VÀ THƯƠNG MẠI KIELER VIỆT NAM,1 năm,"Kinh doanh,Bán hàng",Trưởng Phòng Kinh Doanh/Chăm Sóc Khách Hàng (Đi Làm Ngay),Bắc Ninh,8,20,8-20
Công ty TNHH Xe nâng Bình Minh,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh (Mảng Cho Thuê) - Thu Nhập Hấp Dẫn Cao 30 Triệu Đồng Làm Việc Tại Hà Nội Hoặc H...,"Hà Nội, Hồ Chí Minh",8,30,8-30
Công ty TNHH Xe nâng Bình Minh,0,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh (Mảng Cho Thuê) - Thu Nhập Hấp Dẫn Cao 30 Triệu Đồng Làm Việc Tại Hà Nội Hoặc H...,"Hà Nội, Hồ Chí Minh",8,30,8-30
Công ty TNHH Xe nâng Bình Minh,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp Thuế - Thu Nhập Hấp Dẫn - Làm Việc Tại Hà Nội,Hà Nội,18,20,18-20
Công ty TNHH XE Việt Nam,3 năm,,Trưởng Phòng Quản Lý Phương Tiện,Hà Nội,18,25,18-25
Công ty TNHH XNK Seivina,1 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Thuế - Lương 12-15 Triệu (Bình Dương),Bình Dương,12,15,12-15
CÔNG TY TNHH XUẤT NHẬP KHẨU BẠC HÀ XANH,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh Ngành Thực Phẩm Đồ Uống,Đà Nẵng,10,15,10-15
CÔNG TY TNHH XUẤT NHẬP KHẨU BẠC HÀ XANH,0,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán - Không Yêu Cầu Kinh Nghiệm - Làm Tại Đà Nẵng,Đà Nẵng,7,8,7-8
CÔNG TY TNHH XUẤT NHẬP KHẨU BẠC HÀ XANH,0,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh Ngành Thực Phẩm Đồ Uống,Đà Nẵng,10,15,10-15
CÔNG TY TNHH XUẤT NHẬP KHẨU HI SWEETIE VIỆT NAM,2 năm,Công nghệ thông tin,Middle Data Analyst (Từ 2 Kinh Nghiệm Trở Lên),Hồ Chí Minh,17,20,17-20
CÔNG TY TNHH XUẤT NHẬP KHẨU HI SWEETIE VIỆT NAM,2 năm,"Marketing,PR,QC",Middle Data Analyst (Từ 2 Kinh Nghiệm Trở Lên),Hồ Chí Minh,17,20,17-20
CÔNG TY TNHH XUẤT NHẬP KHẨU PHÁT TRIỂN ĐÔNG DƯƠNG - TẬP ĐOÀN THỂ THAO KINGSPORT,2 năm,"Marketing,PR,QC",Digital Marketing Specialist - Có Từ 2 Năm Kinh Nghiệm Performance Ads,Hồ Chí Minh,15,20,15-20
CÔNG TY TNHH XUẤT NHẬP KHẨU SCF,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Tư Vấn Kiêm Chăm Sóc Khách Hàng Tại Gò Vấp (Data + Laptop Có Sẵn),Hồ Chí Minh,15,25,15-25
CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI DỊCH VỤ NAM PHÁT,2 năm,,Thủ Kho,Hà Nội,10,15,10-15
Công ty TNHH xuất nhập khẩu Viettaobao,1 năm,,Nhân Viên Kho Fullfilment,"Hà Nội, Hồ Chí Minh",7,12,7-12
CÔNG TY TNHH Y TẾ CÔNG NGHỆ CAO MEDIHOPE VIỆT NAM,2 năm,"Marketing,PR,QC",Trưởng Phòng Digital Marketing,Hà Nội,0,0,0
CÔNG TY TNHH YAMANAKA MART,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh Thu Nhập 10 -15 Triệu,Hồ Chí Minh,10,15,10-15
CÔNG TY TNHH YI TOPCATERING MANAGEMENT,1 năm,"Chăm sóc khách hàng,Vận hành",Chuyên Viên Vận Hành Trực Tuyến (Sàn TMĐT),Hồ Chí Minh,10,14,10-14
CÔNG TY TNHH YOUNG CENTER,0-1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng,Hồ Chí Minh,6,10,6-10
Công ty TNHH Y-TEC Việt Nam,1 năm,Biên phiên dịch,Nhân Viên Phiên Dịch Tiếng Nhật,Hải Phòng,0,0,0
CÔNG TY TNHH ZIBUYU VIỆT NAM,2 năm,Luật,Nhân Viên Pháp Lý Biết Tiếng Trung/Tiếng Anh,Hà Nội,16,19.5,16-19.5
Công Ty Tnhh Zoomlion Việt Nam,3 năm,"BĐS,Xây dựng","Chuyên Viên Kinh Doanh Máy Công Trình (LC 10-15M, Thu Nhập 20-50M++)",Cao Bằng,0,0,0
Công Ty Tnhh Zoomlion Việt Nam,3 năm,"Kinh doanh,Bán hàng","Chuyên Viên Kinh Doanh Máy Công Trình (LC 10-15M, Thu Nhập 20-50M++)",Cao Bằng,0,0,0
CÔNG TY TNHH ZWILLING J.A. HENCKELS (VIỆT NAM),3 năm,"Kế toán,Kiểm toán,Thuế",Junior AR Accountant,Hồ Chí Minh,0,0,0
CÔNG TY TRÁCH NHIỆM HỮU HẠN DU LỊCH KHÁCH SẠN PHÚC ĐẠT,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Trưởng - Yêu Cầu 3 Năm Kinh Nghiệm - Nhận Việc Ngay Tại Quận 3,Hồ Chí Minh,25,30,25-30
Công Ty Trách Nhiệm Hữu Hạn May Mặc Alliance One,3 năm,Luật,Chuyên Viên Pháp Lý,Bến Tre,0,0,0
CÔNG TY TRÁCH NHIỆM HỮU HẠN STEI INSTITUTE,0-1 năm,"Giáo dục,Đào tạo",Chuyên Viên Tư Vấn Tuyển Sinh & Du Học ( Đi Làm Ngay),Đà Nẵng,0,0,0
CÔNG TY TRÁCH NHIỆM HỮU HẠN STEI INSTITUTE,0-1 năm,"Kinh doanh,Bán hàng",Chuyên Viên Tư Vấn Tuyển Sinh & Du Học ( Đi Làm Ngay),Đà Nẵng,0,0,0
CÔNG TY TRÁCH NHIỆM HỮU HẠN THỜI TRANG DANB,1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng E-Commerce,Hà Nội,8,10,8-10
CÔNG TY TRÁCH NHIỆM HỮU HẠN THỜI TRANG DANB,3 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Thuế,Hà Nội,15,20,15-20
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ TKM VIỆT NAM,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng Biết Tiếng Trung,Hà Nội,9,15,9-15
Công Ty Trách Nhiệm Hữu Hạn Việt Mỹ - SSU,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng Kênh Chat (Chatlive) - Dự Án Shopee,Hồ Chí Minh,6.7,7.8,6.7-7.8
CÔNG TY TRÁCH NHIỆM HỮU HẠN VIỆT NAM CENTER POWER TECH,0,Biên phiên dịch,Nhân Viên Kế Hoạch Sản Xuất (Biết Tiếng Trung),Đồng Nai,10,13,10-13
CÔNG TY TRÁCH NHIỆM HỮU HẠN VIỆT NAM CENTER POWER TECH,2 năm,Biên phiên dịch,Trợ Lý Bộ Phận Khai Thác (Biết Tiếng Trung),Đồng Nai,0,0,0
Công ty Văn hóa và Truyền thông 1980Books,1 năm,"Marketing,PR,QC",Nhân Viên Sáng Tạo Nội Dung Tiktok- Content Creator,Hà Nội,0,0,0
Crossian,1 năm,"Chăm sóc khách hàng,Vận hành",Customer Support Officer - Call Team (Night Shift) (360M - 660M VND Per Year),Hà Nội,360,660,360-660
Crossian,1 năm,"Chăm sóc khách hàng,Vận hành",Customer Support Officer – Email Team (Night Shift) (300M To 600M VND Per Year),Hà Nội,300,600,300-600
Crossian,1 năm,Công nghệ thông tin,"Junior IT Support, ECommerce (Up To 30 Months Of Salary Per Year, Annual Compensation Up To $14,000)",Hà Nội,"",0,
Crossian,2 năm,Công nghệ thông tin,"Junior Data Engineer, Global E-Commerce Data Platform (Total Annual Compensation $30,000)",Hà Nội,"",0,
Crossian,3 năm,Công nghệ thông tin,".NET Backend Engineer (Senior), StoreFront ECommerce Platform (Total Annual Compensation $55,000)",Hà Nội,"",0,
Crossian,3 năm,Công nghệ thông tin,"Senior Data Analyst , StoreFront ECommerce Platform (Total Annual Compensation $55,000)",Hà Nội,"",0,
Crossian,3 năm,Công nghệ thông tin,"Senior Frontend Engineer (React/NextJS), StoreFront ECommerce Platform (Total Annual Compensation $5...",Hà Nội,0,0,0
Crossian,4 năm,Công nghệ thông tin,Quality Engineer Lead (Up To 30 Months Of Salary Annually),Hà Nội,0,0,0
Crossian,4 năm,Công nghệ thông tin,"Senior Data Engineer, Global E-Commerce Data Platform (Total Annual Income $40,000)",Hà Nội,"",0,
Crossian,4 năm,Công nghệ thông tin,Senior Quality Engineer (Up To 30 Months Of Salary Annually),Hà Nội,0,0,0
Crossian,5 năm,Công nghệ thông tin,"Senior Automation Test Engineer, Global E-Commerce Data Platform (Up To 30 Months Of Salary Annually...",Hà Nội,0,0,0
Crossian,5 năm,Công nghệ thông tin,"Senior Software Tester, Global E-Commerce Data Platform (Up To 30 Months Of Salary Annually)",Hà Nội,0,0,0
Crossian,5+ năm,Công nghệ thông tin,"Data Product Manager, Global ECommerce Supply Chain System (Annual Compensation Over $100,000)",Hà Nội,"",0,
Crossian,5+ năm,"Marketing,PR,QC","Data Product Manager, Global ECommerce Supply Chain System (Annual Compensation Over $100,000)",Hà Nội,"",0,
CTCP Tập đoàn Long Phương,1 năm,"Điện,Điện tử viễn thông",Nhân Viên Kỹ Thuật Vận Hành CNC,Bắc Ninh,0,0,0
CTY TNHH R TECHNO VIỆT NAM,2 năm,"Điện,Điện tử viễn thông",(VN 141) Kỹ Sư Phát Triển Phần Mềm Nhúng Matlab Simulink,Hồ Chí Minh,32,50,32-50
Dalat Hasfarm,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh/Sales - Kênh Sỉ _Thu Nhập Đến 15 Triệu_ Đi Làm Ngay Tại Long Biên - HN,Hà Nội,9,15,9-15
ĐỊA ĐIỂM KINH DOANH TRÀ SỮA NỌNG,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Quản Lý Cửa Hàng/ Cửa Hàng Trưởng (Tuyển Nữ - Thu Nhập Hấp Dẫn - Nhận Việc Ngay),Hồ Chí Minh,10,0,10
ĐỊA ĐIỂM KINH DOANH TRÀ SỮA NỌNG,0-1 năm,"Kinh doanh,Bán hàng",Quản Lý Cửa Hàng/ Cửa Hàng Trưởng (Tuyển Nữ - Thu Nhập Hấp Dẫn - Nhận Việc Ngay),Hồ Chí Minh,10,0,10
ĐỊA ĐIỂM KINH DOANH TRÀ SỮA NỌNG,0-1 năm,"Kinh doanh,Bán hàng",Tư Vấn Bán Hàng,Hồ Chí Minh,10,0,10
DOANH NGHIỆP TƯ NHÂN XÍ NGHIỆP CƠ KIM KHÍ HẢI HÀ,5 năm,"Điện,Điện tử viễn thông",Trưởng Phòng Kỹ Thuật,Hà Nội,15,25,15-25
